Mileage_km,Price_$,Bike ,Type_of_Bike,Used_Time
8," 27,995 ",MULTISTRADA V4 S TRAVEL & RADAR SPOKED WHEELS,Ducati Standard,2023
8689," 14,895 ",SCRAMBLER 1100 SPORT PRO,Ducati Sportbike,2021
1065," 10,995 ",MONSTER,Ducati Sportbike,2021
8275," 29,989 ",PANIGALE V4 S DUCATI RED,Ducati Sportbike,2020
3893," 11,999 ",SCRAMBLER 1100,Ducati Standard,2018
20118," 13,999 ",SUPERBIKE 1198 S,Ducati Sportbike,2009
8," 19,195 ",MULTISTRADA V2 S,Ducati Standard,2023
6," 18,695 ",HYPERMOTARD 950 SP,Ducati Sportbike,2023
3," 22,395 ",PANIGALE V2 BAYLISS 1ST CHAMPIONSHIP 20TH ANNIVERSARY,Ducati Sportbike,2023
14," 31,595 ",PANIGALE V4 S DUCATI RED,Ducati Sportbike,2023
7063," 12,495 ",MONSTER 937+,Ducati Sportbike,2022
2940," 8,999 ",SCRAMBLER ICON DARK,Ducati Standard,2021
4854," 39,990 ",PANIGALE V4 R RED,Ducati Sportbike,2020
11819," 11,990 ",MONSTER 821 STEALTH SPECIAL BLACK,Ducati Sportbike,2020
3891," 7,999 ",MONSTER 821,Ducati Sportbike,2016
4141," 7,995 ",SCRAMBLER FLAT TRACK PRO,Ducati Standard,2016
32164," 10,490 ",DIAVEL CARBON,Ducati Sportbike,2011
14," 22,395 ",PANIGALE V2 BAYLISS 1ST CHAMPIONSHIP 20TH ANNIVERSARY,Ducati Sportbike,2023
14," 15,595 ",MONSTER SP LIVERY 821 STRIPE,Ducati Sportbike,2023
2926," 11,995 ",MONSTER + AVIATOR GREY,Ducati Sportbike,2022
8," 25,495 ",STREETFIGHTER V4 S,Ducati Sportbike,2022
10697," 18,890 ",DIAVEL 1260 S SANDSTONE GREY,Ducati Sportbike,2019
5938," 7,499 ",SCRAMBLER 800 ICON,Ducati Standard,2016
29070," 10,885 ",MTS1200 MULTISTRADA 1200 ENDURO W/ABS TOURING,Ducati Sport Touring,2016
14," 14,895 ",SCRAMBLER 1100 TRIBUTE PRO GIALLO OCRA 1100 PRO,Ducati Standard,2023
13," 21,495 ",PANIGALE V2 BAYLISS 1ST CHAMPIONSHIP 20TH ANNIVERSARY,Ducati Sportbike,2023
5," 18,295 ",DESERTX RR22 LIVERY,Ducati Sportbike,2023
5," 17,995 ",STREETFIGHTER V2 DUCATI RED,Ducati Sportbike,2023
3," 18,695 ",HYPERMOTARD 950 SP LIVERY,Ducati Sportbike,2023
5," 25,995 ",DIAVEL 1260 S,Ducati Cruiser,2023
2498," 13,495 ",SCRAMBLER NIGHTSHIFT,Ducati Standard,2022
3," 26,995 ",MULTISTRADA V4S AVIATOR GREY / SPOKED WHEELS 950 S SPOKED WHEELS,Ducati Sportbike,2022
14635," 13,495 ",MULTISTRADA 950 S SPOKED WHEEL,Ducati Standard,2020
5024," 33,999 ",PANIGALE V4 SPECIALE,Ducati Sportbike,2018
8433," 10,999 ",DIAVEL,Ducati Cruiser,2013
14," 18,195 ",STREETFIGHTER V2 STORM GREEN,Ducati Sportbike,2023
14," 19,195 ",MULTISTRADA V2 S STREET GREY,Ducati Sportbike,2023
3," 19,195 ",MULTISTRADA V2 S STREET GREY,Ducati Sportbike,2023
14," 18,295 ",DESERTX RR22 LIVERY,Ducati Sportbike,2023
14," 15,195 ",SUPERSPORT 950 DUCATI RED,Ducati Sportbike,2023
5275," 29,995 ",PANIGALE V2 BAYLISS 1ST CHAMPIONSHIP 20TH ANNIVERSARY,Ducati Sportbike,2022
84," 13,995 ",SCRAMBLER NIGHTSHIFT,Ducati Standard,2022
8576," 24,995 ",MULTISTRADA V4 S,Ducati Dual Sport,2022
2781," 24,995 ",STREETFIGHTER V4 S DUCATI RED,Ducati Sportbike,2022
1228," 25,995 ",MULTISTRADA V4S AVIATOR GREY / SPOKED WHEELS 950 S SPOKED WHEELS,Ducati Sportbike,2022
4603," 22,990 ",STREETFIGHTER V4 DUCATI RED,Ducati Sportbike,2021
36146," 17,995 ",MULTISTRADA 1260 ENDURO,Ducati Dual Sport,2020
4104," 8,995 ",MONSTER 797+ STAR WHITE SILK,Ducati Sportbike,2019
7273," 28,995 ",PANIGALE V4 SPECIALE,Ducati Sportbike,2018
10721," 14,495 ",XDIAVEL DARK,Ducati Cruiser,2016
20374," 12,290 ",DIAVEL CARBON STAR WHITE AND MATT CARBON,Ducati Sportbike,2015
14," 27,495 ",MULTISTRADA V4S ICEBERG WHITE - ALLOY WHEELS V4 S,Ducati Sportbike,2023
8," 31,595 ",PANIGALE V4 S,Ducati Sportbike,2023
5," 31,595 ",PANIGALE V4 S DUCATI RED,Ducati Sportbike,2023
8," 18,895 ",MULTISTRADA V2 S DUCATI RED,Ducati Sportbike,2023
483," 27,495 ",MULTISTRADA V4S ICEBERG WHITE - ALLOY WHEELS V4 S,Ducati Sportbike,2023
14," 17,695 ",DESERTX STAR WHITE SILK,Ducati Sportbike,2023
8," 12,595 ",SCRAMBLER DESERT SLED SPARKING BLUE,Ducati Standard,2023
8," 12,995 ",MONSTER +,Ducati Sportbike,2023
8," 18,595 ",PANIGALE V2,Ducati Sportbike,2023
3512," 14,490 ",SUPERSPORT 950 S WHITE SILK FAIRING,Ducati Sportbike,2022
3516," 23,145 ",STREETFIGHTER V4 S DUCATI RED,Ducati Sportbike,2022
1521," 25,995 ",MULTISTRADA V4S AVIATOR GREY / SPOKED WHEELS 950 S SPOKED WHEELS,Ducati Sportbike,2022
1292," 10,990 ",SCRAMBLER NIGHTSHIFT AVIATOR GREY,Ducati Standard,2021
2279," 17,995 ",STREETFIGHTER V4 DUCATI RED,Ducati Sportbike,2021
32427," 14,999 ",MULTISTRADA 950 S SPOKED WHEELS GP WHITE,Ducati Sportbike,2021
16694," 22,499 ",MULTISTRADA V4S AVIATOR GREY / ALLOY WHEELS V4 S SPORT,Ducati Sport Touring,2021
1690," 19,990 ",MULTISTRADA 1260 SPORT TOURING RED,Ducati Sportbike,2020
22874," 18,495 ",DIAVEL 1260,Ducati Sportbike,2020
241," 45,919 ",SUPERBIKE PANIGALE V4 R,Ducati Sportbike,2020
700," 18,495 ",DIAVEL CARBON,Ducati Standard,2018
27848," 12,995 ",MULTISTRADA 1200 S,Ducati Sport Touring,2017
11708," 9,999 ",MULTISTRADA 950 STAR WHITE SILK,Ducati Sport Touring,2017
5050," 15,990 ",XDIAVEL DARK STEALTH,Ducati Sportbike,2017
30372," 12,995 ",MULTISTRADA 1200 S,Ducati Dual Sport,2016
14997," 7,999 ",HYPERMOTARD 1100,Ducati Competition,2008
5," 26,695 ",DIAVEL V4 DUCATI RED BASE,Ducati Sportbike,2023
14," 18,695 ",HYPERMOTARD 950 SP LIVERY,Ducati Sportbike,2023
1405," 12,995 ",HYPERMOTARD 950 SP SP LIVERY,Ducati Sportbike,2021
2575," 15,995 ",HYPERMOTARD 950 SP SPECIAL,Ducati Sportbike,2020
1397," 12,990 ",SUPERSPORT TITANIUM BASE,Ducati Sportbike,2020
1968," 9,777 ",SCRAMBLER ICON,Ducati Sportbike,2019
13079," 13,295 ",MULTISTRADA 950 S SPOKED WHEELS GLOSSY GREY,Ducati Sportbike,2019
9260," 21,000 ",MULTISTRADA 1260 S PIKES PEAK 1260 PIKES PEAK,Ducati Sport Touring,2018
10561," 8,990 ",SCRAMBLER 1100 SPORT,Ducati Standard,2018
5766," 10,995 ",SCRAMBLER DESERT SLED,Ducati Standard,2017
14940," 9,950 ",MONSTER 1200,Ducati Standard,2016
18675," 19,995 ",MULTISTRADA 1260 PIKES PEAK,Ducati Dual Sport,2016
25115," 6,895 ",MONSTER 796,Ducati Sportbike,2013
13446," 15,495 ",SUPERBIKE 1199 PANIGALE R ABS 1199 R,Ducati Sportbike,2013
26393," 11,995 ",PANIGALE 1199,Ducati Sportbike,2012
14," 9,195 ",SCRAMBLER ICON DARK MATT BLACK,Ducati Standard,2023
6," 13,195 ",MONSTER + AVIATOR GREY,Ducati Sportbike,2023
241," 11,895 ",SCRAMBLER URBAN MOTARD STAR WHITE SILK AND DUCATI GP,Ducati Standard,2023
3," 15,195 ",SUPERSPORT 950 DUCATI RED,Ducati Sportbike,2023
5," 17,695 ",SUPERSPORT 950 S DUCATI RED,Ducati Sportbike,2023
14," 17,995 ",STREETFIGHTER V2 DUCATI RED,Ducati Sportbike,2023
8," 17,995 ",STREETFIGHTER V2,Ducati Sportbike,2023
8," 27,595 ",STREETFIGHTER V4 S DUCATI RED,Ducati Sportbike,2023
2157," 16,590 ",MULTISTRADA V2 S DUCATI RED,Ducati Sportbike,2022
192," 14,995 ",SUPERSPORT 950 S,Ducati Sportbike,2021
1764," 26,495 ",PANIGALE V4 S DUCATI RED,Ducati Sportbike,2021
716," 10,999 ",SCRAMBLER FULL THROTTLE,Ducati Standard,2020
20617," 7,999 ",MONSTER 797+,Ducati Sportbike,2018
385," 8,750 ",SCRAMBLER ICON,Ducati Standard,2018
6809," 11,495 ",SCRAMBLER 1100,Ducati Standard,2018
12210," 7,690 ",SCRAMBLER STREET CLASSIC,Ducati Standard,2018
20577," 9,999 ",MULTISTRADA 950 RED,Ducati Sport Touring,2017
7810," 9,900 ",MONSTER 821 STRIPE RED WITH STRIPE LIVERY,Ducati Sportbike,2017
16222," 13,995 ",PANIGALE 959 959 PANIGALE,Ducati Sportbike,2017
13921," 11,995 ",MULTISTRADA 1200 S,Ducati Sportbike,2016
10493," 10,500 ",MONSTER 1200 S STRIPE,Ducati Sportbike,2015
24866," 11,999 ",MULTISTRADA 1200 S TOURING PKG RED,Ducati Sport Touring,2015
15685," 12,590 ",PANIGALE 899,Ducati Sportbike,2015
51942," 5,895 ",MULTISTRADA 1200ST 1200 S TOURING,Ducati Custom,2014
12738," 12,995 ",MULTISTRADA 1200 S GRANTURISMO,Ducati Dual Sport,2014
9009," 8,499 ",HYPERMOTARD 1100 EVO SP,Ducati Sportbike,2012
15282," 4,999 ",MONSTER 696,Ducati Sportbike,2009
16," 13,195 ",MONSTER PLUS,Ducati Standard,2023
8," 31,595 ",MULTISTRADA V4 PIKES PEAK,Ducati Standard,2023
14," 13,195 ",MONSTER + AVIATOR GREY,Ducati Sportbike,2023
14," 27,195 ",MULTISTRADA V4S DUCATI RED - ALLOY WHEELS V4 S SPORT,Ducati Sportbike,2023
3," 18,295 ",PANIGALE V2 DUCATI RED,Ducati Sportbike,2023
3," 18,195 ",STREETFIGHTER V2 STORM GREEN,Ducati Sportbike,2023
16," 25,695 ",STREETFIGHTER V4 S,Ducati Standard,2022
16," 10,995 ",SCRAMBLER URBAN MOTARD,Ducati Standard,2022
1885," 13,190 ",HYPERMOTARD 950,Ducati Sportbike,2022
4007," 21,999 ",MULTISTRADA V4S DUCATI RED / SPOKED WHEELS 950 S SPOKED WHEELS,Ducati Sport Touring,2021
6434," 19,980 ",STREETFIGHTER V4 S,Ducati Sportbike,2021
5172," 15,900 ",PANIGALE V2,Ducati Sportbike,2021
3755," 41,995 ",PANIGALE V4 S,Ducati Sportbike,2020
22867," 14,790 ",MONSTER 1200 S,Ducati Sportbike,2020
3568," 16,499 ",PANIGALE V2 DUCATI RED,Ducati Sportbike,2020
12107," 7,990 ",MONSTER 797 RED,Ducati Sportbike,2020
10805," 11,500 ",SCRAMBLER CAFE RACER,Ducati Sportbike,2020
4432," 11,500 ",SCRAMBLER CAFE RACER,Ducati Sportbike,2019
5675," 16,999 ",MULTISTRADA 1260 S,Ducati Dual Sport,2019
10475," 34,999 ",PANIGALE V4 R,Ducati Sportbike,2019
711," 9,499 ",SCRAMBLER ICON ORANGE,Ducati Sportbike,2019
17059," 13,499 ",959 PANIGALE,Ducati Sportbike,2018
1429," 9,499 ",SCRAMBLER 1100,Ducati Standard,2018
6561," 13,890 ",PANIGALE 959 959 PANIGALE,Ducati Sportbike,2018
12894," 13,699 ",959 PANIGALE WHITE,Ducati Standard,2018
16428," 15,999 ",XDIAVEL S,Ducati Sportbike,2017
22017," 14,999 ",MULTISTRADA 1200 ENDURO RED,Ducati Dual Sport,2017
7767," 18,999 ",XDIAVEL S THRILLING BLACK,Ducati Sportbike,2017
17107," 18,500 ",1299 PANIGALE S ANNIVERSARIO 1299 S ANNIVERSARIO,Ducati Sportbike,2017
14238," 10,000 ",SUPERBIKE 1299 PANIGALE S,Ducati Sportbike,2016
11244," 13,299 ",DIAVEL CARBON,Ducati Sportbike,2016
4653," 12,995 ",DIAVEL DARK,Ducati Cruiser,2015
8336," 11,499 ",DIAVEL DARK STEALTH,Ducati Sportbike,2015
15205," 16,880 ",SUPERBIKE 1299 PANIGALE,Ducati Sportbike,2015
43562," 11,499 ",899 PANIGALE,Ducati Sportbike,2014
23899," 10,999 ",MULTISTRADA 1200 S PIKES PEAK,Ducati Sport Touring,2014
17304," 9,390 ",HYPERMOTARD SP,Ducati Standard,2014
9045," 8,995 ",MTS1200S 1200 S TOURING EDITION,Ducati Sport Touring,2013
68597," 8,995 ",MULTISTRADA 1200 S PIKES PEAK,Ducati Sportbike,2012
54816," 6,995 ",MULTISTRADA 1200,Ducati Sport Touring,2011
77651," 6,699 ",MULTISTRADA 1200 S TOURING EDITION,Ducati Sport Touring,2010
8999," 9,495 ",MULTISTRADA 1200 S TOURING,Ducati Sport Touring,2010
2," 18,199 ",STREETFIGHTER V2,Ducati Standard,2023
8," 12,595 ",SCRAMBLER DESERT SLED,Ducati Dual Sport,2023
8," 13,195 ",MONSTER PLUS,Ducati Sportbike,2023
2," 14,995 ",HYPERMOTARD 950,Ducati Sportbike,2023
8," 18,295 ",PANIGALE V2,Ducati Sportbike,2023
5," 14,895 ",SCRAMBLER 1100 TRIBUTE PRO GIALLO OCRA 1100 PRO,Ducati Standard,2023
14," 12,995 ",MONSTER + DUCATI RED,Ducati Sportbike,2023
14," 27,995 ",MULTISTRADA V4S DUCATI RED - SPOKED WHEELS 950 S SPOKED WHEELS,Ducati Sportbike,2023
8," 12,595 ",SCRAMBLER DESERT SLED,Ducati Standard,2023
8," 20,895 ",XDIAVEL DARK,Ducati Cruiser,2022
3," 12,695 ",MONSTER + DARK STEALTH 821 STEALTH,Ducati Sportbike,2022
1283," 12,495 ",MONSTER + DUCATI RED,Ducati Sportbike,2022
3," 11,695 ",SCRAMBLER URBAN MOTARD STAR WHITE SILK AND DUCATI GP,Ducati Standard,2022
4184," 99,995 ",DIAVEL 1260 LAMBORGHINI GEA GREEN,Ducati Sportbike,2022
1981," 21,250 ",SUPERBIKE PANIGALE V2,Ducati Sportbike,2022
4400," 9,995 ",SCRAMBLER 1100 PRO,Ducati Sportbike,2021
2794," 22,999 ",DIAVEL 1260 S DUCATI RED,Ducati Sportbike,2021
1579," 9,999 ",SCRAMBLER 800 FULL THROTTLE SHINING BLACK/YELLOW,Ducati Standard,2020
1901," 8,999 ",SCRAMBLER 800 DARK,Ducati Standard,2020
19842," 11,995 ",MONSTER 821 STEALTH,Ducati Sportbike,2020
5538," 14,488 ",MONSTER 1200,Ducati Standard,2019
7564," 37,990 ",PANIGALE V4 R,Ducati Sportbike,2019
15844," 24,999 ",PANIGALE V4S PANIGALE V4 S,Ducati Sportbike,2019
1938," 10,190 ",MONSTER 821,Ducati Standard,2019
8364," 17,190 ",PANIGALE 959 CORSE,Ducati Sportbike,2019
14046," 7,495 ",SCRAMBLER SIXTY2,Ducati Standard,2019
9360," 17,090 ",SUPERBIKE 959 PANIGALE CORSE,Ducati Sportbike,2019
18504," 15,499 ",MULTISTRADA 1260 S TOURING VOLCANO GREY,Ducati Sport Touring,2018
4500," 10,777 ",MONSTER 821,Ducati Standard,2018
15813," 10,899 ",SUPERSPORT S,Ducati Sportbike,2018
8810," 9,999 ",SCRAMBLER CAFE RACER,Ducati Sportbike,2018
21723," 19,999 ",PANIGALE V4 S,Ducati Sportbike,2018
4809," 10,590 ",HYPERMOTARD 939,Ducati Super Moto,2018
20678," 23,999 ",1299 PANIGALE S ANNIVERSARIO 1299 S ANNIVERSARIO,Ducati Sportbike,2017
6684," 8,290 ",MONSTER 797,Ducati Standard,2017
4048," 8,090 ",MONSTER 797,Ducati Standard,2017
7034," 13,890 ",PANIGALE 959 959 PANIGALE,Ducati Sportbike,2016
22986," 11,190 ",PANIGALE 899,Ducati Sportbike,2015
13554," 12,790 ",PANIGALE 899,Ducati Sportbike,2014
10763," 10,390 ",848 EVO BASE,Ducati Sportbike,2011
17011," 9,390 ",SUPERBIKE 848 EVO,Ducati Sportbike,2011
14584," 8,500 ",SUPERBIKE 848,Ducati Sportbike,2009
48615," 11,999 ",SPORTCLASSIC GT1000,Ducati Standard,2007
18," 13,895 ",SCRAMBLER 1100,Ducati Standard,2023
2," 13,195 ",MONSTER+ BASE,Ducati Standard,2023
2," 17,695 ",SUPERSPORT 950 S,Ducati Sportbike,2023
2," 22,095 ",STREETFIGHTER V4,Ducati Standard,2023
2," 13,395 ",MONSTER+ BASE,Ducati Standard,2023
2," 17,695 ",SUPERSPORT 950 S,Ducati Sportbike,2023
2," 27,395 ",XDIAVEL S,Ducati Cruiser,2023
5," 22,395 ",PANIGALE V2 BAYLISS,Ducati Sportbike,2023
14," 17,695 ",SUPERSPORT 950 S DUCATI RED,Ducati Sportbike,2023
8," 12,595 ",SCR DESERT SLED,Ducati Standard,2023
8," 24,495 ",SUPERBIKE PANIGALE V4,Ducati Sportbike,2023
8," 11,695 ",SCRAMBLER URBAN MOTARD,Ducati Sportbike,2022
18271," 25,000 ",MULTISTRADA V4 S TRAVEL AND RADAR SPOKE WHEELS,Ducati Dual Sport,2022
5311," 20,599 ",STREETFIGHTER V4 S,Ducati Standard,2021
3211," 18,000 ",MONSTER 1200 S BLACK ON BLACK,Ducati Sportbike,2021
51113," 16,499 ",MULTISTRADA V4S AVIATOR GREY / ALLOY FULL RADAR V4 S,Ducati Sportbike,2021
2655," 47,990 ",PANIGALE V4 R,Ducati Sportbike,2019
3298," 10,499 ",SCRAMBLER CAFE RACER,Ducati Standard,2018
33204," 14,495 ",MULTISTRADA 1200 S PIKES PEAK,Ducati Sport Touring,2016
17461," 11,999 ",DIAVEL CARBON,Ducati Sportbike,2015
19312," 10,750 ",HYPERMOTARD SP,Ducati Super Moto,2015
486," 13,999 ",MULTISTRADA 1200 S PIKES PEAK,Ducati Sport Touring,2014
